,Customer_ID,Age,Annual_Income,Account_Balance,Credit_Score,Tenure_Years,City,Segment,Channel,Join_Date,Active,Risk_Level,Monthly_Spend,Transactions,Satisfaction_Score
476,100142,65,112266,9281.29,391,6,mumbai,Premium,Agent,2022-03-12 0:00:00,Yes,High,33341.19,49,4.0
477,100747,75,192523,,447,15,mumbai,Premium,Mobile,2026-01-20 0:00:00,Yes,High,43447.13,102,3.1
478,100003,46,108560,249995.12,712,3,Delhi,SME,Mobile,2021-02-21 0:00:00,Yes,Low,26986.15,120,5.6
479,100986,32,248894,159473.22,708,8,Hyderabad,Retail,Online,2021-09-16 0:00:00,Yes,Low,12227.93,108,2.5
480,100577,31,234988,271127.27,577,12,mumbai,Premium,Mobile,2022-03-07 0:00:00,No,Medium,1663.37,126,1.5
481,101910,56,215731,157069.07,315,2,Delhi,SME,Agent,2021-09-27 0:00:00,Yes,High,5808.17,88,3.6
482,101694,59,87987,15167.76,685,14,Pune,Premium,Online,2022-04-17 0:00:00,No,Medium,12317.08,127,6.9
483,100340,,177360,76269.42,398,2,Bangalore,Premium,Agent,2024-10-11 0:00:00,No,High,44132.6,4,6.7
484,101321,50,219509,268195.56,440,3,Pune,Premium,Online,2024-11-11 0:00:00,Yes,High,1974.15,128,8.3
485,100409,21,149677,172606.62,529,0,Mumbai,Premium,Agent,2022-01-24 0:00:00,Yes,High,39791.46,52,9.5
486,100837,52,,114985.27,420,4,Chennai,SME,Online,2025-03-04 0:00:00,Yes,High,48458.54,63,9.6
487,100266,43,189053,252622.33,798,15,Chennai,Retail,Mobile,2022-06-27 0:00:00,Yes,Low,23670.16,37,2.0
488,100377,73,201572,15659.59,425,5,chennai,Corporate,Agent,2026-03-13 0:00:00,Yes,High,45775.92,93,1.1
489,100713,,162513,188398.01,504,13,Pune,Retail,Mobile,2024-02-10 0:00:00,Yes,High,10373.4,40,9.0
490,100495,68,239266,149470.8,550,12,Chennai,Corporate,Mobile,2024-06-06 0:00:00,no,Medium,12802.53,71,1.6
491,100440,,123317,297062.67,546,10,Mumbai,Premium,Online,2021-09-03 0:00:00,No,High,-,34,3.9
492,100272,72,150816,63333.74,644,9,Kolkata,Premium,Agent,2024-01-10 0:00:00,No,Medium,32584.32,19,3.7
493,100185,60,184674,17322.32,552,9,Delhi,Corporate,Agent,2023-08-17 0:00:00,Yes,Medium,47767.04,112,
494,100974,29,230342,265685.93,520,12,hyderabad,Corporate,Online,2025-05-19 0:00:00,Yes,High,missing,35,2.7
495,100245,19,185831,281127.31,467,14,Bangalore,,Online,2022-09-22 0:00:00,Yes,High,49612.5,83,6.8
496,100809,25,56367,242156.8,834,13,Mumbai,,Branch,2022-05-26 0:00:00,Yes,Low,14148.62,134,3.8
497,101044,71,95017,181623.53,593,1,Kolkata,SME,Online,2024-08-19 0:00:00,Yes,Medium,16530.56,99,3.6
498,100536,36,missing,120829.32,492,10,Pune,Corporate,Branch,2025-08-26 0:00:00,Yes,High,2294.62,39,6.3
499,100446,41,,233078.4,521,9,Mumbai,Premium,Agent,2021-03-23 0:00:00,No,High,7964.24,90,9.7
500,100618,33,151969,15570.28,834,9,Chennai,Retail,Branch,2023-02-23 0:00:00,Yes,Low,29454.34,52,1.4
501,101133,54,32788,281524.12,394,5,Delhi,Premium,Mobile,,Yes,High,21852.59,20,4.2
502,101129,68,226548,92686.8,745,15,Bangalore,Premium,Mobile,2025-06-12 0:00:00,Yes,Low,38320.75,43,1.3
503,100527,,145030,165597.09,378,8,Bangalore,Retail,Online,2023-09-28 0:00:00,No,High,,29,2.1
504,100945,27,143947,295874,554,9,Delhi,Retail,Online,2023-08-04 0:00:00,Yes,Medium,42573.8,16,
505,100611,18,157439,108652.88,800,15,Bangalore,Corporate,Branch,2025-07-19 0:00:00,Yes,Low,48012.25,62,5.9
506,100705,37,97588,94964.9,732,2,Mumbai,SME,Branch,2023-11-05 0:00:00,No,Low,35481.37,146,4.8
507,100416,46,111652,102541.11,682,9,Chennai,Premium,Online,2021-05-05 0:00:00,Yes,Medium,41878.24,77,1.4
508,100274,73,194631,120391.81,320,3,Hyderabad,Retail,Online,2025-02-03 0:00:00,Yes,High,1300.39,137,5.9
509,100756,29,152556,181644.8,837,0,Mumbai,Premium,Agent,2024-07-20 0:00:00,no,Low,49036.75,34,1.3
510,101517,49,204402,,372,12,Hyderabad,Corporate,Agent,2021-03-31 0:00:00,Yes,High,29826.05,37,5.7
511,101484,61,165629,156942.91,473,12,Chennai,Premium,Mobile,2025-08-08 0:00:00,Yes,High,36338.44,120,3.9
512,100251,,185081,119730.06,540,11,chennai,SME,Mobile,2021-06-11 0:00:00,,High,1318.7,2,4.2
513,100414,45,201313,130652.29,783,4,Mumbai,Premium,Mobile,2025-02-15 0:00:00,Yes,Low,22569.56,60,8.9
514,101334,68,37087,180084.44,738,1,Chennai,Premium,Agent,2023-06-04 0:00:00,Yes,Low,15121.16,6,8.5
515,100311,,unknown,56711.86,416,5,mumbai,Corporate,Branch,2022-05-03 0:00:00,No,High,12811,13,8.1
516,101832,24,27659,251259.25,842,13,Bangalore,Corporate,Mobile,2021-11-13 0:00:00,,Low,48621.75,74,3.4
517,100580,64,,228932.51,776,10,Hyderabad,Premium,Agent,2024-09-27 0:00:00,Yes,Low,17947.53,141,2.4
518,100426,63,234373,164088.98,746,13,Hyderabad,SME,Branch,2023-12-24 0:00:00,Y,Low,15070.23,88,5.1
519,101915,66,215001,195570.26,471,9,,Corporate,Agent,2022-05-03 0:00:00,Yes,High,23898.99,73,5.8
520,101625,59,176426,246128.05,400,11,Delhi,Premium,Agent,2024-10-31 0:00:00,No,High,3797.79,51,7.4
521,100778,25,42727,175067.09,567,13,Bangalore,SME,Mobile,2023-04-29 0:00:00,No,Medium,9707.42,94,8.2
522,101802,40,127932,8353.17,628,6,Delhi,SME,Online,2025-08-15 0:00:00,Yes,High,33796.11,31,3.6
523,101101,32,28631,130925.88,624,2,Mumbai,Premium,Branch,2022-12-28 0:00:00,Yes,Medium,13411.34,116,6.0
524,101051,42,49022,,771,14,Chennai,SME,Agent,2021-08-05 0:00:00,Yes,Low,11065.67,68,3.7
525,101543,66,31304,5026.89,835,3,Bangalore,Corporate,Agent,2023-12-14 0:00:00,Yes,High,,19,5.9
526,100584,69,173159,61338.27,827,3,Mumbai,,Agent,2024-02-21 0:00:00,Y,Low,15379.26,110,9.5
527,101084,74,170128,236012.5,632,7,Pune,SME,Agent,2025-12-11 0:00:00,Yes,Medium,21125.17,128,5.6
528,100183,62,195286,unknown,588,10,Mumbai,Corporate,Online,2023-02-21 0:00:00,Yes,Medium,28332.98,80,3.7
529,100171,30,216617,138433.65,334,1,Kolkata,Premium,Agent,2021-04-07 0:00:00,Yes,High,22003.8,134,2.7
530,100583,63,128409,163351.73,518,1,Bangalore,,Mobile,2025-05-17 0:00:00,Yes,High,21167.38,abc,9.7
531,101394,60,200006,109765.74,462,4,Bangalore,Retail,Branch,2022-10-25 0:00:00,Yes,High,32375.14,119,8.2
532,101917,62,120998,,770,6,hyderabad,Premium,Online,2022-10-26 0:00:00,No,Low,43585.06,26,5.7
533,101684,55,45074,58334.29,673,2,Pune,SME,Agent,2026-02-08 0:00:00,Yes,Medium,31006.44,136,2.7
534,100882,34,44169,282759.39,419,3,Mumbai,Retail,Mobile,2025-09-02 0:00:00,Yes,High,30866.14,42,7.3
535,100807,37,170282,267017.11,686,12,Bangalore,,Online,2021-04-13 0:00:00,No,Medium,2107.83,63,9.2
536,100273,28,,259020.23,344,8,Chennai,Premium,Mobile,2025-03-27 0:00:00,Yes,High,missing,91,2.8
537,101581,20,103258,46885.11,306,7,Bangalore,Premium,Agent,2022-04-26 0:00:00,No,High,7275.58,37,2.0
538,100716,29,144891,56074.33,546,3,Bangalore,SME,Mobile,2023-05-12 0:00:00,,High,21591.96,20,3.7
539,101519,47,233526,296829.53,810,8,Pune,SME,Mobile,2025-03-06 0:00:00,Yes,Low,9940.5,13,9.4
540,100372,50,27920,118420.31,847,6,Hyderabad,Premium,Agent,2024-08-28 0:00:00,Yes,Low,47061.51,103,7.8
541,100223,25,69859,228778.92,646,6,Delhi,Premium,Branch,,Yes,Medium,16850.39,85,6.7
542,100746,48,211898,,433,5,Delhi,SME,Online,2025-06-14 0:00:00,N,High,34799,24,3.4
543,100582,47,225641,266666.23,478,12,Pune,SME,Mobile,2022-12-26 0:00:00,Yes,High,18978.6,95,
544,101104,39,245169,224401.42,596,3,Bangalore,Corporate,Branch,2022-11-29 0:00:00,No,Medium,1506.87,142,6.1
545,100519,62,191129,234404.65,739,4,Bangalore,Retail,Mobile,2025-01-09 0:00:00,Yes,Low,18278.61,81,3.7
546,100335,58,106941,169388.72,792,5,Chennai,Premium,Branch,2023-04-22 0:00:00,Yes,Low,13546.86,46,6.3
547,101925,42,41288,,629,4,Mumbai,Corporate,Branch,2023-12-14 0:00:00,Yes,Medium,43876.68,65,7.1
548,101335,23,179834,16054.34,526,9,hyderabad,Retail,Mobile,2025-02-13 0:00:00,Yes,High,1558.75,121,1.5
549,101158,51,232367,108729.4,452,10,,Retail,Branch,2022-01-30 0:00:00,Yes,High,9614.44,93,4.7
550,101955,37,174302,173919.35,830,9,Delhi,Premium,Online,2023-05-24 0:00:00,Yes,Low,32314.5,96,8.0
551,100016,53,89772,263958.8,577,9,kolkata,Premium,Agent,2024-04-24 0:00:00,Yes,Medium,2449.81,87,9.8
552,100702,47,200211,242637,828,0,Chennai,SME,Agent,2025-01-14 0:00:00,Yes,Low,30984.27,53,10.0
553,101860,57,228838,166307,457,8,Delhi,Retail,Agent,2022-07-20 0:00:00,Yes,High,41557.61,83,3.1
554,101872,42,59228,67718.32,822,0,Mumbai,Retail,Mobile,2021-02-13 0:00:00,Yes,Low,32477.51,5,9.7
555,101720,18,180289,73955.97,325,13,Hyderabad,SME,Online,2021-03-10 0:00:00,Yes,High,10611.24,74,3.5
556,101681,unknown,58380,225435.88,819,10,Kolkata,SME,Agent,2025-05-13 0:00:00,Yes,Low,44764.29,46,3.1
557,100937,22,211321,63568.3,709,2,Bangalore,Retail,Mobile,2024-03-01 0:00:00,Yes,Low,46790.52,80,1.6
558,100466,59,145585,207028.97,393,3,Chennai,Premium,Agent,2022-09-07 0:00:00,Yes,High,4079.37,80,7.3
559,101823,40,47746,258902.71,473,2,Delhi,Corporate,Agent,2023-01-30 0:00:00,No,High,,88,7.5
560,100200,45,109976,181726.59,abc,12,hyderabad,Premium,Mobile,2024-08-05 0:00:00,No,High,43904.5,51,1.5
561,101232,50,145029,158964.38,337,12,Delhi,Premium,Online,2024-02-17 0:00:00,Yes,High,31027.26,36,4.8
562,101079,43,153563,18942.09,450,14,bangalore,Retail,Online,,Yes,High,48065.41,111,2.2
563,101351,53,215868,210746.5,846,1,Hyderabad,Corporate,Agent,2022-07-06 0:00:00,No,Low,10320.84,49,1.0
564,101327,19,171451,7571.2,365,2,Delhi,Premium,Online,2024-01-11 0:00:00,No,High,24354.42,94,8.4
565,101667,60,62711,2906.06,374,0,Bangalore,SME,Branch,2023-01-06 0:00:00,No,High,36956.46,54,2.6
566,101353,55,117197,228127.29,816,13,Delhi,SME,Mobile,,No,Low,24834.86,77,1.3
567,101429,66,164401,295453.72,320,13,Kolkata,Retail,Agent,2021-03-01 0:00:00,Yes,High,16104.31,53,9.8
568,101442,40,108369,18028.92,342,4,Delhi,,Mobile,2022-04-06 0:00:00,No,High,38269.46,140,2.5
569,101360,21,215736,202319.9,536,5,Mumbai,Retail,Online,2023-06-25 0:00:00,No,High,28088.58,28,7.6
570,100693,54,210763,128878.78,667,10,Mumbai,Retail,Branch,2021-05-24 0:00:00,Yes,Medium,37906.25,22,6.8
571,100589,43,136279,190812.74,364,7,Chennai,SME,Mobile,2025-03-15 0:00:00,Yes,High,13900.78,63,6.6
572,100044,72,,27685.44,840,9,Mumbai,Retail,Agent,2023-05-16 0:00:00,no,Low,13192.71,99,2.9
573,100275,34,230391,87754.53,369,13,Kolkata,Retail,Branch,2024-11-13 0:00:00,No,High,29787.61,69,5.0
574,101122,unknown,121722,4109.57,778,4,Chennai,Corporate,Branch,2022-05-08 0:00:00,No,High,1369.49,84,9.7
575,100102,62,193383,283993.33,474,1,Hyderabad,SME,Online,2022-07-01 0:00:00,Yes,High,13007.64,55,9.7
576,101006,missing,206403,296765.33,370,5,Mumbai,Premium,Mobile,2022-09-30 0:00:00,Yes,High,5194.11,136,3.2
577,101310,57,187728,not_available,782,13,Pune,SME,Mobile,2025-12-06 0:00:00,Yes,Low,3661.85,missing,4.4
578,101211,66,95119,207363.54,718,15,Hyderabad,Corporate,Branch,2022-06-02 0:00:00,Yes,Low,9535.31,111,6.8
579,100108,42,203589,237516.08,795,13,Hyderabad,Retail,Branch,2024-07-24 0:00:00,Yes,Low,7691.94,61,8.0
580,101805,33,249884,252604.7,432,6,Mumbai,Retail,Agent,2024-12-06 0:00:00,Yes,High,42436.87,12,7.5
581,100498,39,176409,156761.92,396,3,Delhi,Corporate,Agent,2023-12-20 0:00:00,Yes,High,9192.97,46,7.6
582,100675,74,70379,missing,400,10,Hyderabad,Retail,Branch,2022-01-25 0:00:00,Yes,High,18239.2,3,9.8
583,100915,66,112468,3975.31,642,6,Chennai,,Branch,2022-07-13 0:00:00,Yes,High,3037.88,100,4.8
584,100782,39,119018,52224.5,638,9,Hyderabad,Premium,Agent,2022-02-03 0:00:00,Yes,Medium,21316.62,66,2.7
585,100728,22,221501,100038.78,476,1,Delhi,SME,Branch,2025-09-04 0:00:00,Yes,High,,79,
586,101132,72,192296,1603.85,565,7,Kolkata,Corporate,Online,2022-08-26 0:00:00,Yes,High,36793.64,53,6.7
587,101324,50,44873,171966.96,540,5,Mumbai,SME,Agent,2023-04-05 0:00:00,No,High,27122.97,129,
588,101778,61,183588,266872.99,545,10,Kolkata,Premium,Mobile,2024-10-09 0:00:00,Yes,High,3686.56,137,2.1
589,100839,37,200915,84991.43,496,8,Kolkata,Premium,Mobile,2023-08-31 0:00:00,,High,20365.61,76,
590,100073,34,93344,242406.79,523,9,Chennai,SME,Agent,2024-06-20 0:00:00,Yes,High,29574.66,84,8.8
591,100820,50,35756,196198.23,721,10,Delhi,Corporate,Online,2024-05-04 0:00:00,Yes,Low,20484.78,83,6.3
592,101240,55,184116,65912.04,688,1,Kolkata,Corporate,Branch,2025-05-08 0:00:00,No,Medium,42876.72,140,7.8
593,101193,72,84765,178224.83,503,2,mumbai,SME,Agent,2022-08-22 0:00:00,Yes,High,37869.12,139,9.2
594,100655,25,,291726,355,12,Pune,Retail,Branch,,Yes,High,30013.44,140,6.2
595,100482,63,207958,137579.38,624,15,Delhi,Retail,Mobile,2022-12-16 0:00:00,No,Medium,31610.52,88,1.2
596,101092,65,78352,266539.23,767,5,Delhi,Premium,Agent,2023-02-16 0:00:00,Yes,Low,15766.84,29,9.1
597,100507,71,195102,219636.78,843,1,,Retail,Online,2021-10-03 0:00:00,No,Low,,65,4.0
598,101602,31,34283,268078.38,833,10,Pune,Corporate,Mobile,2021-04-05 0:00:00,Y,Low,49257.98,39,6.2
599,101853,52,177850,268279.54,678,15,Chennai,,Branch,2023-01-23 0:00:00,No,Medium,15522.2,105,4.9
600,100030,29,abc,89018.29,389,3,Chennai,SME,Mobile,2024-12-07 0:00:00,Yes,High,24646.77,64,1.0
601,100766,57,41014,20500.23,581,3,Mumbai,Retail,Online,2025-07-10 0:00:00,Yes,Medium,42428.82,97,5.5
602,101587,51,-,290602.38,754,11,Chennai,Premium,Agent,2025-03-10 0:00:00,No,Low,41660.98,23,2.4
603,101011,47,148279,21001.05,-,8,kolkata,Premium,Branch,2024-03-25 0:00:00,Yes,Medium,16610.71,77,4.2
604,100312,42,157997,234904.99,566,10,Mumbai,Retail,Online,2022-07-25 0:00:00,Yes,Medium,34070.04,92,8.3
605,100858,27,123540,191386.28,759,9,Hyderabad,Corporate,Mobile,2022-04-26 0:00:00,yes,Low,48491.86,100,2.0
606,100406,22,51958,65941.6,582,8,Chennai,Retail,Agent,2025-01-11 0:00:00,Yes,Medium,36931.23,98,2.4
607,100753,28,106571,61332.17,633,10,Mumbai,Premium,Branch,2022-08-05 0:00:00,Yes,Medium,18749.53,43,7.9
608,101207,21,114489,265374.99,587,6,Pune,Premium,Mobile,2023-06-22 0:00:00,Yes,Medium,6053.97,143,3.8
609,100310,45,82660,30824.48,820,5,Mumbai,SME,Branch,2023-11-19 0:00:00,YES,Low,39040.77,67,3.6
610,100227,50,147413,158167.85,832,14,pune,Retail,Agent,2023-02-05 0:00:00,Yes,Low,19029.64,148,1.5
611,101733,56,,,554,3,Chennai,Corporate,Branch,2021-09-28 0:00:00,Yes,High,14592.55,100,8.0
612,101815,62,75939,177605.05,592,15,Pune,Retail,Online,2021-08-26 0:00:00,Yes,Medium,,68,3.6
613,101560,51,43474,13212.11,835,2,,Premium,Online,2023-03-26 0:00:00,No,High,40385.31,82,6.8
614,100856,,166826,123401.84,307,2,Pune,Corporate,Agent,2025-01-01 0:00:00,No,High,19667.28,16,6.3
615,101048,57,141981,162493.93,358,7,Chennai,SME,Mobile,2023-05-11 0:00:00,Yes,High,17807.84,50,7.4
616,100149,57,200136,74072.23,767,15,Kolkata,Corporate,Online,2023-07-29 0:00:00,Yes,Low,11905.89,11,3.1
617,101798,25,112960,55035.72,796,2,Hyderabad,Corporate,Online,2022-03-30 0:00:00,No,Low,45607.85,74,4.6
618,101081,44,189433,246494.38,464,1,Bangalore,Retail,Online,2025-08-29 0:00:00,Yes,High,15906.64,57,1.8
619,100862,55,,43316.29,535,4,Pune,Corporate,Agent,unknown,NO,High,5016.9,78,6.2
620,100846,32,50592,231222.76,566,6,Delhi,Corporate,Branch,,1,Medium,8623.66,28,4.0
621,101390,,222149,-,386,14,Hyderabad,Corporate,Agent,2023-07-21 0:00:00,No,High,25880.46,missing,6.1
622,100576,46,198359,129030.86,739,9,Mumbai,SME,Agent,2023-01-03 0:00:00,Yes,Low,38345.9,145,9.9
623,100558,57,113009,270670.92,833,13,pune,Retail,Branch,2021-11-02 0:00:00,No,Low,24324.86,117,2.0
624,100722,69,96031,129162.06,732,5,Delhi,Retail,Online,2021-12-23 0:00:00,Yes,Low,40842.88,25,8.0
625,101913,18,90087,83353.55,850,1,Delhi,SME,Mobile,2025-06-06 0:00:00,1,Low,3944.3,95,6.9
626,101988,34,67604,185990.57,805,14,Kolkata,SME,Online,,Yes,Low,25733.95,68,1.7
627,101732,66,147232,31677.46,790,8,Bangalore,Premium,Agent,2022-02-16 0:00:00,Yes,Low,13296.06,144,4.4
628,101980,52,160450,78741.18,402,4,Delhi,SME,Branch,2022-08-27 0:00:00,Yes,High,5527.05,103,7.8
629,100994,55,211749,4652.5,611,7,delhi,Retail,Mobile,,Yes,High,36425.06,9,8.4
630,100287,26,,56352.86,815,3,Pune,Retail,Branch,2021-09-05 0:00:00,Yes,Low,36196.22,8,1.8
631,101636,26,113664,91347.76,528,15,Mumbai,Corporate,Mobile,2022-06-07 0:00:00,Yes,High,33662.16,66,1.7
632,101722,70,57994,,425,5,Chennai,Premium,Branch,2023-01-18 0:00:00,Yes,High,38384.92,111,9.2
633,100629,52,178515,81431.57,429,4,Chennai,Corporate,Agent,not_a_date,No,High,unknown,69,8.0
634,100599,27,92203,105780.78,315,14,Kolkata,Corporate,Mobile,2023-04-25 0:00:00,Yes,High,26074.35,131,3.7
635,100966,56,202731,203669.32,339,13,Mumbai,Premium,Online,2021-02-09 0:00:00,Yes,High,16017.03,15,3.2
636,101594,63,abc,,355,2,Delhi,Premium,Mobile,2025-11-23 0:00:00,No,High,21600.9,39,7.6
637,101669,21,36116,219347.2,361,7,Kolkata,,Branch,2022-08-29 0:00:00,No,High,22618.29,3,8.4
638,101619,19,196033,,584,15,Chennai,Corporate,Online,2021-12-25 0:00:00,Yes,Medium,23273.28,84,6.8
639,101076,51,35749,83537.26,545,1,Kolkata,Corporate,Online,2024-04-28 0:00:00,Yes,High,24918.36,124,6.1
640,101256,19,118980,185165.64,367,1,Mumbai,Corporate,Agent,2021-07-23 0:00:00,No,High,27811.67,147,6.1
641,100835,54,unknown,99910.46,384,7,Mumbai,Corporate,Agent,2026-01-12 0:00:00,Yes,High,703.02,86,9.7
642,100938,55,204967,93300.75,713,8,Pune,Premium,Agent,2024-09-19 0:00:00,Yes,Low,47767.94,138,9.1
643,100783,69,,35119.81,808,7,Mumbai,Retail,Branch,2025-01-11 0:00:00,No,Low,5393.88,146,5.3
644,101230,36,55841,22446.36,701,13,Kolkata,Retail,Online,2022-05-24 0:00:00,Yes,Low,,missing,6.1
645,101853,52,177850,268279.54,678,15,Chennai,,Branch,2023-01-23 0:00:00,No,Medium,15522.2,105,4.9
646,100610,,28712,18399.29,737,11,Kolkata,Premium,Online,2025-02-14 0:00:00,No,Low,17045.2,81,7.3
647,101432,75,79220,59547.32,345,9,Chennai,Retail,Branch,2025-06-25 0:00:00,Yes,High,42261.58,81,1.6
648,100825,61,150703,106791.31,313,6,Mumbai,Premium,Online,2024-06-08 0:00:00,Yes,High,31457.18,84,2.3
649,101451,40,67963,138717.35,not_available,5,Chennai,Premium,Mobile,2023-10-18 0:00:00,Yes,High,35739.24,55,2.6
650,101037,64,124853,213970.76,812,6,Delhi,Retail,Mobile,2022-12-13 0:00:00,Yes,Low,20523.56,118,4.4
651,100494,39,156691,190961.59,721,12,Kolkata,Retail,Mobile,2022-09-12 0:00:00,Yes,Low,44788.17,100,3.0
652,101588,52,55651,78702.89,575,14,Pune,Retail,Mobile,2021-07-05 0:00:00,Yes,Medium,23445.84,28,7.2
653,100278,22,60488,6608.08,850,2,Bangalore,SME,Online,2022-10-01 0:00:00,No,High,30996.88,48,7.2
654,101886,72,167312,95491.23,337,5,Hyderabad,Retail,Agent,2024-04-15 0:00:00,No,High,16106.39,26,6.0
655,100359,42,53380,,841,6,Chennai,Corporate,Branch,2022-07-25 0:00:00,No,High,44575.9,89,9.4
656,101673,62,157970,74362.01,554,13,Mumbai,Retail,Branch,2025-08-27 0:00:00,No,Medium,7588.28,86,1.9
657,100237,58,129101,298394.59,357,8,Chennai,SME,Agent,2022-10-26 0:00:00,No,High,3674.69,125,3.6
658,100552,64,149398,186611.87,668,12,Hyderabad,Corporate,Agent,2021-01-20 0:00:00,Yes,Medium,34965.04,106,8.5
659,101907,27,122136,69762.4,515,14,Chennai,Corporate,Online,2024-09-15 0:00:00,Yes,High,missing,133,3.4
660,100931,72,212226,219724.16,439,7,Mumbai,Retail,Online,2024-06-28 0:00:00,No,High,2773.54,33,2.4
661,100209,45,140672,241976.8,651,1,Chennai,SME,Branch,2025-11-29 0:00:00,Yes,Medium,14799.92,13,2.4
662,101415,50,215864,101931.07,446,2,Kolkata,SME,Online,2023-06-25 0:00:00,Yes,High,43879.43,137,7.9
663,101592,49,92263,139383.95,300,0,Pune,Retail,Online,not_a_date,No,High,14313.48,47,6.0
664,100059,75,189202,46296.47,495,11,Mumbai,Retail,Online,2022-06-26 0:00:00,Yes,High,36123.36,57,8.9
665,100632,68,134834,299863.18,846,7,Kolkata,Premium,Branch,2025-11-20 0:00:00,,Low,27872.29,59,7.2
666,101616,53,52624,265306.55,320,14,Mumbai,SME,Mobile,2025-06-12 0:00:00,Yes,High,40038.08,56,6.9
667,101899,70,151888,298405.25,686,14,Chennai,Corporate,Mobile,2025-10-25 0:00:00,Yes,Medium,8253.39,93,4.7
668,101609,24,121468,150143.19,591,3,Delhi,Retail,Branch,2023-06-02 0:00:00,No,Medium,20709.21,108,7.6
669,100364,19,139994,215896.14,531,4,Mumbai,Retail,Online,2021-06-04 0:00:00,Yes,High,45513.34,136,6.8
670,100506,32,236968,248817.49,358,12,Mumbai,SME,Online,2025-12-04 0:00:00,Yes,High,18979.11,69,1.7
671,101493,41,188663,22698.33,547,8,Hyderabad,Retail,Branch,2023-09-30 0:00:00,No,High,32863.33,9,1.6
672,101147,42,165938,185558.12,829,0,Chennai,SME,Mobile,2024-02-02 0:00:00,Yes,Low,24312.83,15,
673,101709,27,157197,273240.8,651,6,Mumbai,SME,Branch,2025-09-13 0:00:00,No,Medium,17860.57,79,3.5
674,101885,47,120028,142938.38,616,8,Hyderabad,Premium,Agent,2022-03-01 0:00:00,Yes,Medium,,144,10.0
675,101647,27,207779,,331,0,Delhi,Premium,Branch,2021-06-01 0:00:00,No,High,6575.63,unknown,
676,101406,43,109730,179187.73,818,8,Hyderabad,,Branch,2023-04-27 0:00:00,No,Low,18393.18,unknown,4.2
677,101007,55,53141,69464.53,unknown,1,Hyderabad,Corporate,Agent,2021-08-10 0:00:00,Yes,High,,142,9.1
678,100119,18,,68546.02,300,7,Pune,SME,Agent,2024-11-10 0:00:00,Yes,High,42124,12,9.5
679,101275,22,91912,199260.51,617,2,Chennai,Corporate,Mobile,2023-08-21 0:00:00,No,Medium,43137.45,3,6.5
680,100793,61,217018,188245.97,545,12,Kolkata,Corporate,Online,2026-01-03 0:00:00,Yes,High,42061.41,64,5.8
681,100523,64,70272,180919.29,470,15,Mumbai,Premium,Mobile,2024-07-22 0:00:00,Yes,High,19119.29,29,3.8
682,100514,61,89178,256266.57,617,14,Chennai,Premium,Online,2021-11-15 0:00:00,No,Medium,38202.91,45,4.4
683,100082,21,192581,162760.31,352,4,Bangalore,Premium,Mobile,2024-09-16 0:00:00,Yes,High,44178.63,116,6.6
684,100939,20,161728,unknown,481,2,pune,Retail,Branch,2021-02-25 0:00:00,Yes,High,47965.78,14,1.3
685,101042,48,218021,47603.66,389,0,Delhi,Corporate,Branch,2021-05-22 0:00:00,Yes,High,27689.11,45,6.5
686,100381,34,186099,25602.4,837,6,Kolkata,Retail,Branch,2021-12-07 0:00:00,No,Low,1928.47,139,7.8
687,101822,34,97954,240061.9,802,14,Kolkata,SME,Branch,2023-07-19 0:00:00,Yes,Low,17696.17,78,4.5
688,101833,missing,111516,184345.73,531,3,Delhi,Corporate,Online,2025-12-19 0:00:00,Yes,High,11130.59,65,3.0
689,100085,35,174859,67883.73,629,7,Bangalore,Retail,Online,2022-08-16 0:00:00,No,Medium,5725.99,145,7.9
690,101712,43,33438,103967.63,629,0,Mumbai,Retail,Mobile,2021-07-18 0:00:00,,Medium,46708.34,45,7.4
691,101531,unknown,147788,46810.74,725,5,Hyderabad,Corporate,Branch,2023-10-12 0:00:00,Yes,Low,1177.04,77,3.5
692,100330,22,202235,113194.1,496,4,Pune,Corporate,Online,2021-07-18 0:00:00,Yes,High,40195.06,142,4.7
693,100007,38,42602,131561.55,330,4,Hyderabad,Retail,Mobile,2022-04-03 0:00:00,Yes,High,28274.95,138,8.5
694,101188,47,241739,250137.59,850,0,Bangalore,Premium,Agent,2021-09-17 0:00:00,No,Low,,10,7.3
695,101271,52,133821,57217.8,421,8,Chennai,SME,Branch,2023-04-17 0:00:00,Yes,High,12546.8,79,5.8
696,101819,not_available,,164008.9,705,3,Hyderabad,Retail,Agent,2024-01-06 0:00:00,Yes,Low,10926.96,112,3.5
697,100907,72,160509,not_available,829,3,Pune,SME,Online,2025-02-13 0:00:00,Yes,Low,6662.7,135,4.9
698,100452,19,89674,94544.11,633,7,Delhi,SME,Mobile,2024-03-03 0:00:00,Yes,Medium,37848.9,40,3.2
699,100491,19,108310,117557.49,577,8,Hyderabad,Premium,Mobile,2025-09-04 0:00:00,No,Medium,29344.71,133,8.5
700,101512,45,55682,234615.23,458,1,Kolkata,Retail,Branch,2023-02-24 0:00:00,Yes,High,3263.99,138,7.3
701,100288,23,,215937.44,490,2,Pune,Premium,Mobile,2022-05-23 0:00:00,Yes,High,13133.95,62,1.2
702,100944,54,54984,171573.66,549,11,Hyderabad,Premium,Agent,2025-11-11 0:00:00,Yes,High,28154.73,146,1.4
