title,price,rating,brand,ram,storage,color,processor
"HP 15, AMD Ryzen 5 7520U (8GB LPDDR5, 512GB SSD) FHD, Anti-Glare, Micro-Edge, 15.6''/39.6cm, Win11, M365 Basic(1yr), Offic24, Silver,1.59kg, fc0805AU, FHD Camera w/Privacy Shutter, Backlit Laptop",54990.0,3.0,HP,8.0,512.0,Silver,AMD
"HP Professional 15 (2026), Intel (i3 14th Gen) Core 3 100U - (16 GB/512 GB SSD/Intel UHD Graphics/Windows 11 Home) Thin & Light Business Laptop/15.6"" Display/Turbo Silver/Copilot Key/1.5kg/MS Office",61500.0,4.1,HP,0.0,512.0,Silver,Intel
"HP 15, Intel Core 5-120U (8GB DDR4, 512GB SSD) FHD, Anti-Glare, Micro-Edge, 15.6''/39.6cm, Win11, M365 Basic(1yr), Office Home24, Silver,1.59kg, fd0651TU, FHD Camera w/Privacy Shutter, Backlit Laptop",66799.0,4.7,HP,8.0,512.0,Silver,Intel
"Acer Aspire 3, AMD Ryzen 3-5400U, 8GB RAM/512GB SSD, 15.6""/39.62 cm, Full HD IPS Display, Windows 11 Home, AMD Radeon Graphics, Steel Gray, 1.79 KG, A325-42, Premium Thin and Light Laptop",42032.0,1.0,Acer,8.0,512.0,Gray,AMD
"HP Omnibook 3, Snapdragon X Processor 45 Tops (16GB LPDDR5x,512GB SSD) 2K WUXGA, 14''/35.6cm, Win 11, M365*Office 24,Silver,1.42kg, hz0026QU/ hz0024QU, Lighter mini Charger, FHD IR Camera, AI Laptop",69990.0,3.2,HP,16.0,512.0,Silver,Snapdragon
"Acer Smartchoice Aspire One, AMD Ryzen 5-40,Office 2024 + M365 Basic, 8GB LPDDR5 RAM/ 512GB SSD, 14.0""/35.56cm WXGA Display, Win 11 Home, Pure Silver, 1.48KG, A114-43, Thin and Light Laptop",49990.0,3.7,Acer,8.0,512.0,Silver,AMD
"acer Aspire Lite,13th Gen, Intel Core i5-13420H Processor, 16 GB RAM, 512 GB SSD, Full HD IPS, 15.6""/39.62 cm, Windows 11 Home, MS Office, Pure Silver, 1.70 kg, AL15-52H, Thin and Light Laptop",64390.0,3.8,acer,0.0,512.0,Silver,Intel
"HP 15 (2025), AMD Athlon 7120U Dual Core - (8 GB/256 GB SSD/AMD Radeon Graphics/Windows 11 Home) Thin and Light Business Laptop/15.6"" HD Display/Black/1.5 kg/MS Office 2021",42999.0,3.8,HP,0.0,256.0,Black,AMD
"Lenovo 15 (2026), Intel Core i7 13th Gen 13620H - (16 GB DDR5/512 GB SSD/Intel Iris Xe Graphics/Windows 11 Pro) Thin and Light Business Laptop/15.6"" FHD Display/Luna Grey/Copilot Key/1.5 kg/MSO 2024",79589.0,4.1,Lenovo,5.0,512.0,Grey,Intel
"Apple 2026 MacBook Neo 13″ Laptop with A18 Pro chip: Built for AI and Apple Intelligence, Liquid Retina Display, 8GB Unified Memory, 256GB SSD Storage, 1080p FaceTime HD Camera; Indigo",73990.0,4.8,Apple,8.0,256.0,Indigo,Unknown
"Lenovo IdeaPad Slim 3 Ryzen 3 30 15.6"" (39.6cm) FHD Thin and Light Laptop (8GB RAM/512GB SSD/AMD Radeon 610M Graphics/Windows 11/Office 2024/Grey/1.6Kg), 82XQ01VYIN",54990.0,4.4,Lenovo,8.0,512.0,Grey,AMD
"Acer Aspire 3, AMD Ryzen 3-5400U, 8GB RAM/512GB SSD, 15.6""/39.62 cm, Full HD IPS Display, Windows 11 Home, AMD Radeon Graphics, Steel Gray, 1.79 KG, A325-42, Premium Thin and Light Laptop",42032.0,1.0,Acer,8.0,512.0,Gray,AMD
"Acer Aspire Lite Intel Core i3/Core 3 14th Gen-100U Processor, Office 2024 + M365 Basic, 8GB RAM/256GB SSD, 15.6""/39.62 cm, FHD IPS Display,Win11Home, Steel Grey, 1.59Kg, AL15-53, Thin & Light Laptop",48990.0,4.0,Acer,8.0,256.0,Grey,Intel
"Apple 2026 MacBook Neo 13″ Laptop with A18 Pro chip: Built for AI and Apple Intelligence, Liquid Retina Display, 8GB Unified Memory, 256GB SSD Storage, 1080p FaceTime HD Camera; Silver",73990.0,4.7,Apple,8.0,256.0,Silver,Unknown
"Apple 2026 MacBook Pro Laptop with M5 Pro chip with 15‑core CPU and 16‑core GPU: Built for AI, 35.97 cm (14.2″) Liquid Retina XDR Display, 24GB Unified Memory, 2TB SSD Storage; Silver",342490.0,4.6,Apple,24.0,2000.0,Silver,Unknown
"ASUS Chromebook CM32 Detachable (2026),Smartchoice,MediaTek Kompanio 540 Processor,8GB RAM,128GB SSD,Touchscreen,12.1""(30.7 cm),Chrome OS,Cloud Titanium,0.64 Kg,CM3206DM4A-TR0119,Thin & Light Laptop",42990.0,4.5,ASUS,8.0,128.0,Unknown,MediaTek
"HP Omnibook 3, Snapdragon X Processor 45 Tops (16GB LPDDR5x,512GB SSD) 2K WUXGA, 14''/35.6cm, Win 11, M365*Office 24,Silver,1.42kg, hz0026QU/ hz0024QU, Lighter mini Charger, FHD IR Camera, AI Laptop",69990.0,3.2,HP,16.0,512.0,Silver,Snapdragon
"HP OmniBook 5 OLED (Previously Pavilion), Snapdragon X Processor 45 Tops (16GB LPDDR5x, 512GB SSD), 2K 14''/35.6cm, Win11, Office24, Silver, 1.29kg, he0014QU, Multi-Day Battery, AI Laptop",79990.0,4.1,HP,16.0,512.0,Silver,Snapdragon
"Lenovo IdeaPad Slim 3 13th Gen Intel Core i5-13420H 15.3 inch (38.8cm) WUXGA IPS Laptop (16GB RAM/512GB SSD/Windows 11/Office 2024/Top Metal Cover/Backlit KB/Luna Grey/1.6Kg), 83K101JEIN",84990.0,2.8,Lenovo,16.0,512.0,Grey,Intel
"HP Pavilion Plus, Intel Core i5-1335U-13th Gen Laptop, (16GB LPDDR5x,512GB SSD),IPS, 300 nits, 14''(35.6cm) 2K,Win 11, M365 Basic(1yr), Office Home 24, Silver,1.38kg, 5MP Camera w/Shutter, ew0107TU",63990.0,3.6,HP,16.0,512.0,Silver,Intel
"ASUS ROG Strix G16,Intel Core Ultra 9 275HX,Gaming Laptop(RTX 5070-8GB/115W TGP/32GB/1TB /2.5K QHD+/16""/240Hz/90WHrs/Windows 11/M365 Basic(1Year)*/Office Home 2024/Eclipse Gray/2.65 Kg)G615LP-S5022WS",249990.0,3.7,ASUS,8.0,0.0,Gray,Intel
Tech IT 𝗟𝗲𝗻𝗼𝘃𝗼Model 81N3 𝗔𝗠𝗗A6 REDEON | 4GB RAM/128GB SSD | 14″ FHD Display | A+ Condition Laptop (Refab),24900.0,4.1,Tech,4.0,128.0,Unknown,Unknown
"ASUS ROG Strix G16, AMD Ryzen 9 8940HX, Gaming Laptop(RTX 5060-8GB/115W TGP/16GB/1TB /2.5K QHD+/16""/240Hz/90WHrs/Windows 11/M365 Basic (1Year)*/Office Home 2024/Eclipse Gray/2.5 Kg) G614PM-S5046WS",184990.0,4.4,ASUS,8.0,0.0,Gray,AMD
"Lenovo ThinkPad E16 G2 16-inch (40.64 CM) Laptop, AMD Ryzen 7 7735HS (8-Core), 16GB DDR5 RAM, 512GB NVMe SSD, FHD+ IPS Display, Radeon 680M, Wi-Fi 6, Fingerprint Reader, Windows 11 Pro, MS-Office 2024",91700.0,3.3,Lenovo,16.0,0.0,Unknown,AMD
"Lenovo V15 G4 AMD Ryzen 5 7520U DOS 15.6 inch FHD Thin & Lite Laptop, AMD Graphics, 16GB DDR5 5500Mhz Ram, 512GB SSD,Dolby Audio,Premium Grey, 1 Year Onsite Brand Warranty",57250.0,3.9,Lenovo,16.0,512.0,Grey,AMD
"Lenovo V15 Intel Core i5 13th Gen 15.6"" (39.62 cm) FHD (1920x1080) Antiglare 250 Nits Thin and Light Laptop (8GB RAM/512GB SSD/Windows 11 Home/Iron Grey/1Y Onsite +1Y ADP/1.65 kg), 83CC000EIN",59800.0,4.1,Lenovo,8.0,512.0,Grey,Intel
"Dell 15 Laptop DC15250-15.6-inch FHD 120Hz Display, 13th Gen Intel Core i7-1355U, 16GB DDR4 RAM, 512GB SSD, Intel UHD Graphics, Windows 11 Home, Onsite Service - Platinum Silver",85890.0,4.5,Dell,16.0,512.0,Silver,Intel
"Acer SmartChoice Aspire Lite, AMD Ryzen 5-5625U Processor, 16 GB/512 GB, Full HD, 15.6""/39.62 cm, Windows 11 Home, Steel Gray, 1.59 kg, AL15-41, Metal Body, Thin and Light Laptop",59990.0,4.1,Acer,0.0,0.0,Gray,AMD
"HP Professional 14 (2026) Thin & Light Laptop – Intel Core 5-120U, 16GB RAM, 512GB SSD, 14"" FHD Display, Windows 11 Pro, Backlit Keyboard, Fingerprint Sensor, MSO 2024, Turbo Silver, 1.4 Kg",68480.0,5.0,HP,16.0,512.0,Silver,Intel
"HP Omnibook 3, Snapdragon X Processor 45 Tops (16GB LPDDR5x,512GB SSD) 2K WUXGA, 14''/35.6cm, Win 11, M365*Office 24,Silver,1.42kg, hz0026QU/ hz0024QU, Lighter mini Charger, FHD IR Camera, AI Laptop",69990.0,3.2,HP,16.0,512.0,Silver,Snapdragon
"Acer Smartchoice Aspire One, AMD Ryzen 5-40,Office 2024 + M365 Basic, 8GB LPDDR5 RAM/ 512GB SSD, 14.0""/35.56cm WXGA Display, Win 11 Home, Pure Silver, 1.48KG, A114-43, Thin and Light Laptop",49990.0,3.7,Acer,8.0,512.0,Silver,AMD
"Apple 2026 MacBook Pro Laptop with M5 Pro chip with 15‑core CPU and 16‑core GPU: Built for AI, 35.97 cm (14.2″) Liquid Retina XDR Display, 24GB Unified Memory, 2TB SSD Storage; Silver",342490.0,4.6,Apple,24.0,2000.0,Silver,Unknown
"Lenovo V15 Intel Core i5 13th Gen 15.6"" (39.62 cm) FHD (1920x1080) Antiglare 250 Nits Thin and Light Laptop (8GB RAM/512GB SSD/Windows 11 Home/Iron Grey/1Y Onsite +1Y ADP/1.65 kg), 83CC000EIN",59800.0,4.1,Lenovo,8.0,512.0,Grey,Intel
"Lenovo IdeaPad Slim 3 13th Gen Intel Core i5-13420H 15.3 inch (38.8cm) WUXGA IPS Laptop (16GB RAM/512GB SSD/Windows 11/Office 2024/Top Metal Cover/Backlit KB/Cosmic Blue/1.6Kg), 83K1016PIN",84990.0,3.8,Lenovo,16.0,512.0,Blue,Intel
"acer Aspire Lite,13th Gen, Intel Core i5-13420H Processor, 16 GB RAM, 512 GB SSD, Full HD IPS, 15.6""/39.62 cm, Windows 11 Home, MS Office, Pure Silver, 1.70 kg, AL15-52H, Thin and Light Laptop",64390.0,3.8,acer,0.0,512.0,Silver,Intel
"Apple 2026 MacBook Neo 13″ Laptop with A18 Pro chip: Built for AI and Apple Intelligence, Liquid Retina Display, 8GB Unified Memory, 256GB SSD Storage, 1080p FaceTime HD Camera; Indigo",73990.0,4.8,Apple,8.0,256.0,Indigo,Unknown
"HP 255 Notebook, AMD Athlon Silver 7120U,8GB DDR4, 256GB SSD, 15.6-inch(39.6cm), Anti-Glare, HD Laptop, Radeon Graphics, (Win 11, Silver,1.52kg) G10",43950.0,4.0,HP,8.0,256.0,Silver,AMD
"Lenovo Legion Pro 7 2025 Intel Core Ultra 9 275HX | NVIDIA RTX 5090 24GB (64GB RAM/1TB SSD/WQXGA OLED/240Hz/16 (40.6cm)/Windows 11/Office 2024+AI Now/Black/2.5Kg), 83F500D8IN AI Powered Gaming Laptop",482490.0,5.0,Lenovo,24.0,1000.0,Black,Intel
"Lenovo IdeaPad Slim 3 AMD Ryzen 5 40 15.6"" (39.6cm) FHD Thin and Light Laptop (16GB RAM/512GB SSD/Backlit Keyboard/Windows 11/Microsoft 365 Basic + Office 2024/Grey/1.6Kg), 82XQ01HQIN",68490.0,3.9,Lenovo,16.0,512.0,Grey,AMD
"Lenovo IdeaPad Slim 3 Ryzen 3 30 15.6"" (39.6cm) FHD Thin and Light Laptop (8GB RAM/512GB SSD/AMD Radeon 610M Graphics/Windows 11/Office 2024/Grey/1.6Kg), 82XQ01VYIN",54990.0,4.4,Lenovo,8.0,512.0,Grey,AMD
"HP Professional 15 (2026), Intel (i3 14th Gen) Core 3 100U - (8 GB DDR5/512 GB SSD/Intel UHD Graphics/Windows 11 Pro) Thin & Light Business Laptop/15.6"" Display/Silver/Copilot Key/1.5kg/MS Office 2024",50031.0,4.1,HP,5.0,512.0,Silver,Intel
"Acer Aspire 3 Intel Core i5-1334U Processor, 8GB RAM/512GB SSD, 39.62 cm(15.6"") FHD LED-Backlit IPS Display, Win11Home, Pure Silver, 1.7Kg, A325-53, Thin & Light Laptop",54650.0,3.8,Acer,8.0,512.0,Silver,Intel
"Apple 2026 MacBook Air 13″ Laptop with M5 chip: AI and Apple Intelligence, 34.46 cm (13.6″) Liquid Retina Display, 24GB Unified Memory, 1TB SSD Storage, 12MP Center Stage Camera, Touch ID; Midnight",194990.0,4.8,Apple,24.0,1000.0,Unknown,Unknown
"Lenovo IdeaPad Slim 3 13th Gen Intel Core i5-13420H 15.3 inch (38.8cm) WUXGA IPS Laptop (16GB RAM/512GB SSD/Windows 11/Office 2024/Top Metal Cover/Backlit KB/Luna Grey/1.6Kg), 83K101JEIN",84990.0,2.8,Lenovo,16.0,512.0,Grey,Intel
"Lenovo 15 (2026), AMD Ryzen 5 Quad Core 7520U - (16 GB LPDDR5/512 GB SSD/AMD Radeon 610M Graphics/Windows 11 Pro) Thin and Light Business Laptop/15.6"" FHD Display/Arctic Grey/1.5 kg/MSO 2024",57990.0,4.1,Lenovo,5.0,512.0,Grey,AMD
"HP Smartchoice Victus, AMD Ryzen 7 7445HS, 6GB RTX 3050, 16GB DDR5(Upgradeable) 512GB SSD, 144Hz, 300 nits, 15.6''/39.6cm, Win 11, Office 24, Blue, 2.29kg, fb3134/20ax, Xbox Gamepass*, Gaming Laptop",0.0,4.2,HP,6.0,512.0,Blue,AMD
HP Ultra 7 255H / 32 GB DDR5 RAM/ 1 TB SSD/Windows 11 Pro/5 MP IR AI Camera/ 16.0 inch AG WUXGA/Intel® Wi-Fi 7 BE201 (2x2) and Bluetooth 5.4 /Fingerprint Reader (C1JQ1PT),234454.0,4.1,HP,5.0,1000.0,Unknown,Intel
"HP OmniBook Ultra Flip (Previously Spectre) Intel Core Ultra 7 256V 47 Tops (16GB LPDDR5X, 1TB SSD) OLED, 500 nits,14''/35.6cm, Touch 2-in-1, Win11, Office21, Gray,1.34kg, fh0026TU Next Gen AI Laptop",186990.0,4.1,HP,16.0,1000.0,Gray,Intel
"HP Victus Gaming Laptop, Intel Core 5 210H, 4GB RTX 3050 A (24GB DDR5, 512GB SSD) FHD, 144Hz, 300 nits, IPS, 15.6''/39.6 cm, Win11, M365* Office24, Mica Silver, 2.29kg, fa2500TX, Backlit,",89990.0,5.0,HP,4.0,512.0,Silver,Intel
"HP Omen, Intel Core Ultra 7 255H, 8GB RTX 5060 (24GB DDR5, 1TB SSD) 165Hz, 2k WUXGA, 3ms, 400 nits, 16''/40.6cm, Win11, M365* Office24, Black, 2.42kg, an0015TX, RGB, Gaming Laptop",166990.0,4.0,HP,8.0,1000.0,Black,Intel
"Lenovo IdeaPad Pro 5 AMD Ryzen 7 8845HS 16"" (40.64cm) 2K-OLED 400Nits 120Hz Laptop (16GB/1TB SSD/NVDIA RTX 4050 6GB/Win11/100% DCI-P3/Office 2021/Alexa/3 Month Game Pass/Grey/1.91Kg), 83D5000SIN",169890.0,3.6,Lenovo,16.0,1000.0,Grey,AMD
"DELL Inspiron 5440 (2025) Intel Core i3 13th Gen 1305U - (16 GB/512 GB SSD/Windows 11 Home) Inspiron 5440 Thin and Light Laptop (14 inch, Ice Blue, 1.5 kg, with MS Office)",62350.0,3.8,DELL,0.0,512.0,Blue,Intel
"HP 14, 13th Gen Intel Core i5-1334U Laptop (16GB RAM, 512GB SSD), Anti-Glare, IPS, 14""/35.6cm, FHD, Win 11, MS Office 2021, Silver, 1.4Kg, Intel Iris Xe Graphics, FHD Camera,Backlit KB, gr0002TU",69990.0,4.0,HP,16.0,512.0,Silver,Intel
"HP 15 255R G10, AMD Ryzen 5 7535U Hexa Core (6 Core, 12 Threads, 2.9 to Max 4.3 Ghz) (8 GB/512 GB SSD/AMD Radeon Graphics/dos) Thin and Light Laptop(15.6 inch HD Display, Matt Silver, 1.45",53280.0,4.1,HP,0.0,512.0,Silver,AMD
"HP Omnibook 3, Snapdragon X Processor 45 Tops (16GB LPDDR5x,512GB SSD) 2K WUXGA, 14''/35.6cm, Win 11, M365*Office 24,Silver,1.42kg, hz0026QU/ hz0024QU, Lighter mini Charger, FHD IR Camera, AI Laptop",69990.0,3.2,HP,16.0,512.0,Silver,Snapdragon
"Acer Smartchoice Aspire One, AMD Ryzen 5-40,Office 2024 + M365 Basic, 8GB LPDDR5 RAM/ 512GB SSD, 14.0""/35.56cm WXGA Display, Win 11 Home, Pure Silver, 1.48KG, A114-43, Thin and Light Laptop",49990.0,3.7,Acer,8.0,512.0,Silver,AMD
"Apple 2026 MacBook Pro Laptop with M5 Pro chip with 15‑core CPU and 16‑core GPU: Built for AI, 35.97 cm (14.2″) Liquid Retina XDR Display, 24GB Unified Memory, 2TB SSD Storage; Silver",342490.0,4.6,Apple,24.0,2000.0,Silver,Unknown
"Alienware 16X Aurora Gaming Laptop, AI Enabled Intel Core Ultra9 HX Processor, 32GB DDR5, 1TB SSD, NVIDIA GeForce RTX 5070, 8GB GDDR7, 16"" QHD+ 240Hz Display, Backlit KB, Interstellar Indigo, 2.66kg",319990.0,4.1,Alienware,32.0,1000.0,Indigo,Intel
"HP 15 (2025), Intel Core i5 13th Gen 1334U - (32 GB/512 GB SSD/Intel Iris Xe Graphics/Windows 11 Pro) Thin and Light Business Laptop/15.6"" FHD Display/Fingerprint Reader/Ash Grey/1.5 kg/MS Office 2021",85000.0,5.0,HP,0.0,512.0,Grey,Intel
"acer Aspire Lite,13th Gen, Intel Core i5-13420H Processor, 16 GB RAM, 512 GB SSD, Full HD IPS, 15.6""/39.62 cm, Windows 11 Home, MS Office, Pure Silver, 1.70 kg, AL15-52H, Thin and Light Laptop",64390.0,3.8,acer,0.0,512.0,Silver,Intel
"Apple 2026 MacBook Air 13″ Laptop with M5 chip: AI and Apple Intelligence, 34.46 cm (13.6″) Liquid Retina Display, 24GB Unified Memory, 1TB SSD Storage, 12MP Center Stage Camera, Touch ID; Midnight",194990.0,4.8,Apple,24.0,1000.0,Unknown,Unknown
"HP 15 255R G10, AMD Ryzen 5 7535U Hexa Core (6 Core, 12 Threads, 2.9 to Max 4.3 Ghz) (8 GB/512 GB SSD/AMD Radeon Graphics/dos) Thin and Light Laptop(15.6 inch HD Display, Matt Silver, 1.45",53280.0,4.1,HP,0.0,512.0,Silver,AMD
"Dell 15 (Previously Inspiron), Intel Core i7 13th Gen -1355U, 16GB, 512GB SSD, FHD, 15.6""/39.62cm, Win 11, MSO'24, Silver, 1.62kg, [Dell 15], Backlit Keyboard, 12 Month McAfee, Thin & Light Laptop",82990.0,3.7,Dell,16.0,512.0,Silver,Intel
"Lenovo IdeaPad Slim 3 Ryzen 3 30 15.6"" (39.6cm) FHD Thin and Light Laptop (8GB RAM/512GB SSD/AMD Radeon 610M Graphics/Windows 11/Office 2024/Grey/1.6Kg), 82XQ01VYIN",54990.0,4.4,Lenovo,8.0,512.0,Grey,AMD
"Apple 2026 MacBook Neo 13″ Laptop with A18 Pro chip: Built for AI and Apple Intelligence, Liquid Retina Display, 8GB Unified Memory, 256GB SSD Storage, 1080p FaceTime HD Camera; Indigo",73990.0,4.8,Apple,8.0,256.0,Indigo,Unknown
"Lenovo 14 (2025), Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Intel UHD Graphics/Windows 11) Thin and Light Business Laptop/14.0"" FHD Display/Iron Grey/1.4 kg/Microsoft Office 2021",68700.0,3.8,Lenovo,0.0,512.0,Grey,Intel
"Lenovo V15 G4 (2024), AMD Ryzen 3 7320U Quad Core - (8GB/512GB SSD/AMD Radeon Graphics/Windows 11 Home) Thin and Light Business Laptop/15.6"" FHD Display/Arctic Grey/1.57 kg/MS Office 2021",49400.0,4.0,Lenovo,8.0,512.0,Grey,AMD
"HP OmniBook 5 OLED (Previously Pavilion), Snapdragon X Processor 45 Tops (16GB LPDDR5x, 1 TB SSD), 2K 14''/35.6cm, Win11, Office24, Silver, 1.29kg, he0015QU, Multi-Day Battery, AI Laptop",85990.0,4.0,HP,16.0,1000.0,Silver,Snapdragon
"Apple 2026 MacBook Neo 13″ Laptop with A18 Pro chip: Built for AI and Apple Intelligence, Liquid Retina Display, 8GB Unified Memory, 256GB SSD Storage, 1080p FaceTime HD Camera; Silver",73990.0,4.7,Apple,8.0,256.0,Silver,Unknown
"Dell 15 (Previously Inspiron), Intel 14th Gen Core i3 / Core 3 100U, 16GB, 512GB SSD, FHD, 15.6"", Win 11, MSO'24, Carbon Black, 1.63Kg, [Dell 15], FHD 120Hz IPS 250 nit Display, Thin & Light Laptop",58990.0,3.8,Dell,16.0,512.0,Black,Intel
"HP 15, 13th Gen Intel Core i5-1334U Laptop (8GB DDR4,1TB SSD) Anti-Glare, Micro-Edge,15.6''/39.6cm, FHD, Win11, M365 Basic(1yr),Office Home24, Silver,1.59kg, FHD Camera w/Shutter, fd0549TU",63990.0,4.1,HP,8.0,1000.0,Silver,Intel
"Dell 15, Smart Choice, AMD Ryzen 7-7730U, 16GB, 512GB SSD, FHD, 15.6""/39.6cm, Windows 11, Microsoft Office Home 2024, Silver, 1.63Kg, [Dell 15], 120Hz 250nits, AMD Radeon Graphics, Thin & Light Laptop",59990.0,3.4,Dell,16.0,512.0,Silver,AMD
"Lenovo 14 (2025), Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Intel UHD Graphics/Windows 11 Home) Thin and Light Business Laptop/14.0"" FHD Display/Iron Grey/1.4 kg/MSO 2021",52999.0,4.1,Lenovo,0.0,512.0,Grey,Intel
"HP 15, AMD Ryzen 5 7520U, 16GB DDR5, 512GB SSD, (Win 11, Office 21, Silver, 1.59kg), Anti-Glare, Micro-Edge, 15.6-inch(39.6cm), FHD Laptop, AMD Radeon Graphics, 1080p FHD Camera, Backlit KB, fc0690au",55780.0,4.1,HP,16.0,512.0,Silver,AMD
"Dell Inspiron 3530 Laptop - 15.6-inch FHD (1920x1080) Display, Intel Core i3-1305U Processor, 8GB DDR4 RAM, 512GB SSD, Intel UHD Graphics, Windows 11 Home, Onsite Service - Carbon Black",55990.0,4.3,Dell,8.0,512.0,Black,Intel
"HP 15, Intel Ultra 5 125H, 12 Tops (32GB DDR5, 1TB SSD) FHD, IPS, 15.6''/39.6cm, Win11, M365 Basic(1yr)*Office24, Silver, 1.65kg, fd1279TU, Intel Arc Graphics, FHD Camera, Backlit, AI Powered Laptop",0.0,3.6,HP,32.0,1000.0,Silver,Intel
"Lenovo Yoga Slim 7 Aura Edition Intel Evo Core Ultra 5 226V (16GB RAM/1TB SSD/14 (35.5cm)/WUXGA OLED/Copilot+ PC/Windows 11/Office Home 2024/1Yr ADP Free/Grey/1.19Kg), 83JX005FIN AI Laptop",126790.0,4.5,Lenovo,16.0,1000.0,Grey,Intel
"ASUS ProArt PX13 (2026),AMD Ryzen AI MAX+ 395,AMD Radeon 8060S iGPU,128GB RAM,1TB SSD,3K OLED,13.3""(33.7 cm),Win 11,M365 Basic(1Y)* Office 2024,Nano Black,1.39 Kg,HN7306EAC-LX052WS,AI Creator Laptop",334990.0,4.3,ASUS,128.0,1000.0,Black,AMD
"Acer TravelLite Thin Laptop AMD Ryzen 3 5400U | 8GB RAM, 512GB SSD | 14"" Full HD Anti-Glare Display | Windows 11 | MS Office | 1.34Kg | Black | 1 Year Warranty | Sleek Metal Body",41890.0,1.6,Acer,8.0,512.0,Black,AMD
"HP Omnibook 3, Snapdragon X Processor 45 Tops (16GB LPDDR5x,512GB SSD) 2K WUXGA, 14''/35.6cm, Win 11, M365*Office 24,Silver,1.42kg, hz0026QU/ hz0024QU, Lighter mini Charger, FHD IR Camera, AI Laptop",69990.0,3.2,HP,16.0,512.0,Silver,Snapdragon
"Apple 2026 MacBook Pro Laptop with M5 Pro chip with 15‑core CPU and 16‑core GPU: Built for AI, 35.97 cm (14.2″) Liquid Retina XDR Display, 24GB Unified Memory, 2TB SSD Storage; Silver",342490.0,4.6,Apple,24.0,2000.0,Silver,Unknown
"Acer Smartchoice Aspire One, AMD Ryzen 5-40, 8GB LPDDR5 RAM/ 512GB SSD, 14.0""/35.56cm WXGA Display, Win 11 Home, Pure Silver, 1.48KG, A114-43, Thin and Light Laptop",47990.0,3.8,Acer,8.0,512.0,Silver,AMD
"Apple 2026 MacBook Air 13″ Laptop with M5 chip: AI and Apple Intelligence, 34.46 cm (13.6″) Liquid Retina Display, 24GB Unified Memory, 1TB SSD Storage, 12MP Center Stage Camera, Touch ID; Sky Blue",194990.0,4.8,Apple,24.0,1000.0,Blue,Unknown
"Alienware 16 Area-51, Intel Core Ultra 9-275HX, RTX 5090-24GB, 64GB DDR5, 2TB SSD, WQXGA, 16.0""/40.64cm, 240Hz, Win 11, MSO 2024, Liquid Teal, 3.4kg, AI Enabled, 500 nits, AI PC",531490.0,4.5,Alienware,24.0,2000.0,Unknown,Intel
"Alienware 16 Aurora, Intel Core 7 14th Gen-240H, NVIDIA RTX 5060-8GB, 16GB DDR5, 1TB SSD, WQXGA, 16""/40.64cm, 120Hz, Windows11, MSO-24, Interstellar Indigo, 2.57Kg, Cryo Chamber Cooling, Gaming Laptop",156555.0,4.2,Alienware,8.0,1000.0,Indigo,Intel
"Apple 2026 MacBook Air 13″ Laptop with M5 chip: AI and Apple Intelligence, 34.46 cm (13.6″) Liquid Retina Display, 24GB Unified Memory, 1TB SSD Storage, 12MP Center Stage Camera, Touch ID; Midnight",194990.0,4.8,Apple,24.0,1000.0,Unknown,Unknown
"Lenovo IdeaPad Slim 3, 13th Gen Intel Core i5-13420H, 16GB RAM, 512GB SSD, WUXGA IPS, 14""/36.8cm, Windows 11, Office Home 2024, Grey, 1.4Kg, Backlit Keyboard, 1Yr ADP Free, 83K00034IN, Laptop",78100.0,4.5,Lenovo,16.0,512.0,Grey,Intel
"Lenovo Legion 7 Intel Core i9-12900HX 16"" (40.64cm) QHD IPS 165Hz 500Nits Gaming Laptop (32GB/1TB SSD/Win 11/Office 2021/NVIDIA RTX 3080Ti 16GB/Alexa/3 Month Game Pass/Storm Grey/2.53Kg), 82TD009KIN",290000.0,5.0,Lenovo,32.0,1000.0,Grey,Intel
"Dell 15 AI Powered Laptop, Intel Core Ultra 5 225H, 8GB DDR5 RAM, 512GB SSD, 15.6"" FHD Anti-Glare Display, Intel Arc Graphics, Standard Keyboard, Dedicated Copilot Key, Black, Win11 Home + MSO H&S'24",73490.0,2.5,Dell,8.0,512.0,Black,Intel
"Apple 2026 MacBook Neo 13″ Laptop with A18 Pro chip: Built for AI and Apple Intelligence, Liquid Retina Display, 8GB Unified Memory, 256GB SSD Storage, 1080p FaceTime HD Camera; Indigo",73990.0,4.8,Apple,8.0,256.0,Indigo,Unknown
"ASUS Vivobook Go 15 (2026),AMD Ryzen 5 40, AMD Radeon iGPU, 16GB RAM, 512GB SSD, FHD, 15.6""(39.6 cm),Windows 11,M365 Basic(1 Year)* Office 2024,Mixed Black,1.63 Kg,E1504FA-BQ2116WS,Thin & Light Laptop",60650.0,4.0,ASUS,16.0,512.0,Black,AMD
Lenovo ThinkPad E14 AI PC Intel Core Ultra 7 155H | Copilot Key | 16GB RAM | 512GB SSD | 14” WUXGA IPS 300 Nits | Win 11 + Office 2024 | Backlit | Fingerprint | 1.42 kg | 1Y Onsite | Black –21M7S0SF00,124900.0,5.0,Lenovo,16.0,512.0,Black,Intel
